date_key,category_key,seller_name,total_listings,total_revenue
2020-11-01,122,bouz5514,1,235.06
2020-11-01,122,nefa7560,1,235.06
2021-09-01,95,malaki_parts,1,15.99
2022-01-01,110,bossiboyd,1,120.0
2022-04-01,45,anasse28,1,200.0
2022-08-01,145,bouz5514,1,5.99
2022-08-01,145,elb-2305,1,5.99
2023-03-01,81,hagha-647,1,275.0
2023-03-01,81,lorobr88,1,275.0
2023-03-01,160,mari-393918,1,98.0
2023-05-01,2,solazena0,1,85.0
2023-05-01,2,zakba18,1,79.0
2023-05-01,190,elb-2305,1,28.0
2023-07-01,94,handaa01,1,90.0
2023-08-01,87,btissam.51,1,59.0
2023-10-01,108,lorobr88,1,299.0
2023-12-01,17,sahara_electronics,1,244.99
2023-12-01,17,seller_ma_006,1,113.0
2023-12-01,17,seller_ma_007,1,182.99
2023-12-01,17,seller_ma_010,1,161.0
2023-12-01,17,seller_ma_012,1,31.99
2023-12-01,17,seller_ma_022,1,123.99
2023-12-01,17,seller_ma_025,1,196.0
2023-12-01,17,seller_ma_037,1,66.99
2023-12-01,17,seller_ma_055,1,91.99
2023-12-01,17,seller_ma_056,2,286.98
2023-12-01,17,seller_ma_073,1,251.99
2023-12-01,17,seller_ma_079,1,124.99
2023-12-01,17,seller_ma_089,1,231.99
2023-12-01,17,seller_ma_113,1,121.0
2023-12-01,17,seller_ma_141,1,45.99
2023-12-01,17,seller_ma_142,1,114.99
2023-12-01,17,seller_ma_149,1,43.99
2023-12-01,17,seller_ma_158,1,192.99
2023-12-01,17,seller_ma_163,2,352.98
2023-12-01,17,seller_ma_165,1,100.99
2023-12-01,17,seller_ma_170,1,163.99
2023-12-01,17,seller_ma_172,1,94.99
2023-12-01,17,seller_ma_173,1,253.99
2023-12-01,17,seller_ma_182,1,192.99
2023-12-01,18,fes_market,1,93.99
2023-12-01,18,rabat_deals,1,48.99
2023-12-01,18,seller_ma_001,1,121.0
2023-12-01,18,seller_ma_019,1,167.99
2023-12-01,18,seller_ma_023,1,92.99
2023-12-01,18,seller_ma_025,1,37.99
2023-12-01,18,seller_ma_051,1,113.99
2023-12-01,18,seller_ma_058,1,34.0
2023-12-01,18,seller_ma_062,1,49.99
2023-12-01,18,seller_ma_085,1,76.0
2023-12-01,18,seller_ma_091,1,40.99
2023-12-01,18,seller_ma_112,1,62.99
2023-12-01,18,seller_ma_114,1,16.0
2023-12-01,18,seller_ma_122,1,156.99
2023-12-01,18,seller_ma_140,1,50.0
2023-12-01,18,seller_ma_144,2,282.99
2023-12-01,18,seller_ma_153,1,106.99
2023-12-01,18,seller_ma_177,1,28.99
2023-12-01,25,medina_shop,1,106.99
2023-12-01,25,seller_ma_022,1,163.0
2023-12-01,25,seller_ma_025,1,25.99
2023-12-01,25,seller_ma_029,1,129.99
2023-12-01,25,seller_ma_069,1,46.0
2023-12-01,25,seller_ma_072,2,182.98
2023-12-01,25,seller_ma_086,1,45.99
2023-12-01,25,seller_ma_091,1,122.99
2023-12-01,25,seller_ma_098,1,21.0
2023-12-01,25,seller_ma_115,1,119.99
2023-12-01,25,seller_ma_116,1,71.99
2023-12-01,25,seller_ma_117,1,115.99
2023-12-01,25,seller_ma_118,1,135.99
2023-12-01,25,seller_ma_120,1,37.99
2023-12-01,25,seller_ma_124,1,76.99
2023-12-01,25,seller_ma_125,1,101.99
2023-12-01,25,seller_ma_155,2,271.98
2023-12-01,25,seller_ma_157,1,96.99
2023-12-01,25,seller_ma_171,1,73.0
2023-12-01,25,seller_ma_172,1,76.99
2023-12-01,25,seller_ma_178,1,109.99
2023-12-01,25,seller_ma_189,1,30.0
2023-12-01,25,seller_ma_195,1,200.0
2023-12-01,25,seller_ma_197,1,14.0
2023-12-01,25,tanger_shop,1,36.99
2023-12-01,28,atlas_trading,1,23.99
2023-12-01,28,medina_shop,1,79.99
2023-12-01,28,morocco_best,1,200.99
2023-12-01,28,seller_ma_003,1,90.0
2023-12-01,28,seller_ma_010,1,50.0
2023-12-01,28,seller_ma_017,1,77.0
2023-12-01,28,seller_ma_021,1,19.99
