date_key,category_key,bucket_key,total_listings,total_revenue
2023-12-01,17,2,5,188.95
2023-12-01,17,4,12,2268.91
2023-12-01,17,3,8,663.95
2023-12-01,18,2,4,154.96
2023-12-01,18,4,7,1021.95
2023-12-01,18,3,11,851.91
2023-12-01,25,2,7,206.94
2023-12-01,25,4,12,1896.91
2023-12-01,25,3,9,710.91
2023-12-01,28,2,5,146.99
2023-12-01,28,4,8,1120.95
2023-12-01,28,3,7,553.96
2023-12-01,32,4,12,3371.9
2023-12-01,32,6,2,2156.98
2023-12-01,32,5,12,8109.93
2023-12-01,45,4,26,6064.83
2023-12-01,45,5,7,4819.96
2023-12-01,51,2,15,519.9
2023-12-01,51,4,4,603.96
2023-12-01,51,3,10,737.93
2023-12-01,58,4,9,3270.93
2023-12-01,58,6,8,10980.95
2023-12-01,58,5,7,5235.97
2023-12-01,77,2,1,37.99
2023-12-01,77,4,14,3941.89
2023-12-01,77,3,12,905.9
2023-12-01,77,5,1,500.99
2023-12-01,96,2,5,216.96
2023-12-01,96,4,12,1990.92
2023-12-01,96,3,12,910.93
2023-12-01,97,2,2,74.98
2023-12-01,97,4,22,4460.84
2023-12-01,97,3,6,537.94
2023-12-01,104,2,6,212.96
2023-12-01,104,4,8,1032.94
2023-12-01,104,3,9,604.94
2023-12-01,132,2,5,158.96
2023-12-01,132,4,7,957.94
2023-12-01,132,3,11,817.91
2023-12-01,162,2,5,187.97
2023-12-01,162,4,9,1138.94
2023-12-01,162,3,7,490.95
2023-12-01,198,2,8,325.93
2023-12-01,198,4,7,1003.95
2023-12-01,198,3,8,530.96
2023-12-01,206,2,8,212.97
2023-12-01,206,4,7,1083.94
2023-12-01,206,3,13,1002.94
2023-12-01,216,2,18,560.9
2023-12-01,216,4,1,100.99
2023-12-01,216,3,3,227.98
2023-12-01,229,2,9,292.93
2023-12-01,229,4,7,1039.95
2023-12-01,229,3,13,973.95
2024-01-01,17,2,13,513.91
2024-01-01,17,4,57,10086.56
2024-01-01,17,3,50,3707.65
2024-01-01,18,2,47,1567.63
2024-01-01,18,4,32,5053.78
2024-01-01,18,3,41,2989.72
2024-01-01,25,2,31,1096.79
2024-01-01,25,4,28,4589.83
2024-01-01,25,3,58,4370.61
2024-01-01,28,2,42,1490.72
2024-01-01,28,4,41,6254.74
2024-01-01,28,3,43,3020.74
2024-01-01,32,4,53,16665.61
2024-01-01,32,6,22,29018.86
2024-01-01,32,5,50,36642.67
2024-01-01,45,4,79,20504.45
2024-01-01,45,3,8,606.93
2024-01-01,45,5,21,13934.82
2024-01-01,51,2,43,1473.76
2024-01-01,51,4,27,3536.77
2024-01-01,51,3,28,1934.8
2024-01-01,58,4,42,14733.71
2024-01-01,58,6,31,46408.76
2024-01-01,58,5,44,31742.7
2024-01-01,77,2,9,350.94
2024-01-01,77,4,94,21298.31
2024-01-01,77,3,17,1278.86
2024-01-01,77,5,4,2001.98
2024-01-01,96,2,30,954.78
2024-01-01,96,4,26,4049.81
2024-01-01,96,3,45,3340.67
2024-01-01,97,2,6,200.98
2024-01-01,97,4,77,17333.49
2024-01-01,97,3,30,2197.81
2024-01-01,104,2,37,1315.74
2024-01-01,104,4,46,6871.66
2024-01-01,104,3,30,2123.8
2024-01-01,132,2,30,1028.82
