date_key,category_key,seller_name,total_listings,total_revenue
2023-12-01,17,atlas_trading,1,97.99
2023-12-01,17,marrakech_electronics,1,24.99
2023-12-01,17,sahara_electronics,1,112.99
2023-12-01,17,seller_ma_005,1,70.0
2023-12-01,17,seller_ma_017,1,282.99
2023-12-01,17,seller_ma_023,1,27.99
2023-12-01,17,seller_ma_025,1,41.99
2023-12-01,17,seller_ma_032,1,46.99
2023-12-01,17,seller_ma_049,1,115.99
2023-12-01,17,seller_ma_051,1,46.99
2023-12-01,17,seller_ma_054,1,215.0
2023-12-01,17,seller_ma_073,1,286.99
2023-12-01,17,seller_ma_078,1,148.0
2023-12-01,17,seller_ma_092,1,71.99
2023-12-01,17,seller_ma_109,1,241.0
2023-12-01,17,seller_ma_116,1,190.99
2023-12-01,17,seller_ma_160,1,88.99
2023-12-01,17,seller_ma_163,1,104.99
2023-12-01,17,seller_ma_170,1,142.99
2023-12-01,17,seller_ma_173,1,72.0
2023-12-01,17,seller_ma_177,1,68.99
2023-12-01,17,seller_ma_180,1,188.99
2023-12-01,17,seller_ma_182,1,237.99
2023-12-01,17,seller_ma_195,1,94.0
2023-12-01,17,seller_ma_200,1,99.99
2023-12-01,18,seller_ma_011,1,90.99
2023-12-01,18,seller_ma_015,1,82.99
2023-12-01,18,seller_ma_016,1,200.99
2023-12-01,18,seller_ma_030,1,200.99
2023-12-01,18,seller_ma_034,1,94.99
2023-12-01,18,seller_ma_055,1,37.99
2023-12-01,18,seller_ma_078,1,109.0
2023-12-01,18,seller_ma_082,1,91.99
2023-12-01,18,seller_ma_097,1,41.99
2023-12-01,18,seller_ma_112,1,62.99
2023-12-01,18,seller_ma_121,1,58.99
2023-12-01,18,seller_ma_124,1,61.99
2023-12-01,18,seller_ma_133,1,100.99
2023-12-01,18,seller_ma_141,1,101.99
2023-12-01,18,seller_ma_149,2,159.99
2023-12-01,18,seller_ma_161,1,84.0
2023-12-01,18,seller_ma_189,1,200.0
2023-12-01,18,seller_ma_192,1,79.99
2023-12-01,18,seller_ma_195,2,74.98
2023-12-01,18,seller_ma_196,1,90.99
2023-12-01,25,atlas_trading,1,98.99
2023-12-01,25,morocco_best,1,97.99
2023-12-01,25,seller_ma_003,1,110.99
2023-12-01,25,seller_ma_006,1,141.0
2023-12-01,25,seller_ma_011,1,168.0
2023-12-01,25,seller_ma_018,1,25.99
2023-12-01,25,seller_ma_033,1,127.99
2023-12-01,25,seller_ma_038,1,107.99
2023-12-01,25,seller_ma_053,1,59.99
2023-12-01,25,seller_ma_063,1,168.99
2023-12-01,25,seller_ma_064,1,68.99
2023-12-01,25,seller_ma_065,1,82.99
2023-12-01,25,seller_ma_075,1,156.99
2023-12-01,25,seller_ma_078,1,39.99
2023-12-01,25,seller_ma_079,1,200.99
2023-12-01,25,seller_ma_082,1,77.99
2023-12-01,25,seller_ma_092,2,245.99
2023-12-01,25,seller_ma_107,1,200.99
2023-12-01,25,seller_ma_109,1,200.99
2023-12-01,25,seller_ma_113,1,27.99
2023-12-01,25,seller_ma_116,1,32.0
2023-12-01,25,seller_ma_129,1,153.99
2023-12-01,25,seller_ma_132,1,18.99
2023-12-01,25,seller_ma_144,1,77.99
2023-12-01,25,seller_ma_148,1,15.99
2023-12-01,25,seller_ma_171,1,57.99
2023-12-01,25,seller_ma_191,1,45.99
2023-12-01,28,seller_ma_012,1,168.99
2023-12-01,28,seller_ma_014,1,130.0
2023-12-01,28,seller_ma_027,1,31.0
2023-12-01,28,seller_ma_055,1,100.0
2023-12-01,28,seller_ma_057,1,200.99
2023-12-01,28,seller_ma_060,1,93.0
2023-12-01,28,seller_ma_073,1,92.99
2023-12-01,28,seller_ma_113,1,12.99
2023-12-01,28,seller_ma_129,1,119.99
2023-12-01,28,seller_ma_133,1,84.99
2023-12-01,28,seller_ma_138,1,52.99
2023-12-01,28,seller_ma_142,1,78.0
2023-12-01,28,seller_ma_162,1,93.99
2023-12-01,28,seller_ma_165,1,14.0
2023-12-01,28,seller_ma_168,1,58.0
2023-12-01,28,seller_ma_171,1,130.0
